Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
Round 2,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G1,OBC-NCL,368,368
Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,ST,380,380
Round 2,"National Institute of Technology Karnataka, Surathkal",Water Resources Engineering & Management,G1,OPEN,449,371
Round 2,National Institute of Technology Patna,Transportation Engineering,G1,SC,369,336
Round 2,National Institute of Technology Patna,Water Resources Engineering,G1,SC,255,248
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Geotechnical & Geo-environmental Engineering,G1,ST,276,276
Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G1,SC,245,245
Round 2,Malaviya National Institute of Technology Jaipur,Design Engineering,G1,ST,266,266
Round 2,Malaviya National Institute of Technology Jaipur,Earthquake Engineering,G1,SC,284,284
Round 2,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,SC,279,231
Round 2,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,OPEN,486,398
Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,ST,321,321
Round 2,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OPEN,413,362
Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OPEN,467,417
Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,OPEN,648,531
Round 2,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,SC,263,183
Round 2,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OBC-NCL,319,319
Round 2,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,EWS,407,345
Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,SC,170,170
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,SC,386,356
Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,SC,349,331
Round 2,Motilal Nehru National Institute of Technology Allahabad,Structural Engineering,G1,OBC-NCL,466,447
Round 2,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,G1,EWS,356,356
Round 2,National Institute of Technology Agartala,Cyber Security,G1,OPEN,434,374
Round 2,National Institute of Technology Agartala,Data Science & Engineering,G1,OPEN,411,363
Round 2,National Institute of Technology Agartala,Transportation Engineering,G1,ST,268,259
Round 2,National Institute of Technology Calicut,Energy Engineering & Management,G1,OBC-NCL,342,319
Round 2,National Institute of Technology Calicut,Industrial Power & Automation,G1,OBC-NCL,357,357
Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,ST,248,248
Round 2,National Institute of Technology Calicut,Power Electronics,G1,OBC-NCL,441,403
Round 2,National Institute of Technology Calicut,Power Electronics,G1,EWS,407,396
Round 2,National Institute of Technology Calicut,Signal Processing,G1,SC,301,264
Round 2,National Institute of Technology Calicut,Structural Engineering,G1,SC,335,315
Round 2,National Institute of Technology Calicut,Telecommunication,G1,OBC-NCL,409,401
Round 2,National Institute of Technology Calicut,Traffic & Transportation Planning,G1,EWS,371,354
Round 2,National Institute of Technology Calicut,Water Resource Engineering,G1,SC,299,263
Round 2,National Institute of Technology Calicut,Computer Science & Engineering,G1,EWS,570,540
Round 2,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,OBC-NCL,319,319
Round 2,National Institute of Technology Delhi,Computer Science & Engineering,G1,ST,311,311
Round 2,National Institute of Technology Durgapur,Power Electronics & Machine Drives,G1,OBC-NCL,339,339
Round 2,National Institute of Technology Durgapur,Power System,G1,OPEN,442,358
Round 2,National Institute of Technology Durgapur,Computer Science & Engineering,G1,SC,389,314
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Geotechnical),G1,OPEN,411,355
Round 2,National Institute of Technology Hamirpur,Mechanical Engineering (Design),G1,SC,254,254
Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,EWS,397,382
Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,OBC-NCL,645,575
Round 2,"National Institute of Technology Karnataka, Surathkal",Geoinformatics,G1,ST,281,248
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,OBC-NCL,568,528
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,OPEN,597,478
Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,OBC-NCL,433,364
Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,EWS,347,347
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Analytics,G1,SC,307,299
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,OBC-NCL,325,321
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,ST,246,246
Round 2,Malaviya National Institute of Technology Jaipur,Chemical Engineering,G2,SC,227,227
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OPEN,573,521
Round 2,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,OPEN,376,376
Round 2,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,SC,275,268
Round 2,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,SC,364,364
Round 2,Malaviya National Institute of Technology Jaipur,Power Electronics & Drives,G1,OBC-NCL,367,324
Round 2,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,OBC-NCL,330,330
Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,G1,OPEN,623,472
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G2,SC,344,344
Round 2,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OBC-NCL,309,309
Round 2,Maulana Azad National Institute of Technology Bhopal,Housing,G1,OPEN,389,383
Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OBC-NCL,423,382
Round 2,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,SC,366,308
Round 2,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,OPEN,558,419
Round 2,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,SC,249,232
Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,SC,326,293
Round 2,Maulana Azad National Institute of Technology Bhopal,Computer Networking,G1,OBC-NCL,389,344
Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,SC,266,247
Round 2,National Institute of Technology Agartala,Machine Design,G1,SC,323,323
Round 2,National Institute of Technology Agartala,Structural Engineering,G1,OPEN,357,357
Round 2,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,SC,478,395
Round 2,National Institute of Technology Calicut,Machine Design,G1,SC,297,285
Round 2,National Institute of Technology Calicut,Power Electronics,G1,OPEN,507,450
Round 2,National Institute of Technology Calicut,Thermal Sciences,G1,OPEN,496,425
Round 2,National Institute of Technology Delhi,Power Electronics & Drives,G1,SC,276,244
Round 2,National Institute of Technology Delhi,Power & Energy Systems,G1,OBC-NCL,342,342
Round 2,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OPEN-PwD,247,247
Round 2,National Institute of Technology Durgapur,Biotechnology,G1,OPEN,497,393
Round 2,National Institute of Technology Durgapur,Geotechnical Engineering,G1,SC,303,247
Round 2,National Institute of Technology Durgapur,Operations Research,G1,OPEN,537,408
Round 2,National Institute of Technology Durgapur,Operations Research,G1,SC,275,266
Round 2,National Institute of Technology Durgapur,Power Electronics & Machine Drives,G1,OPEN,396,357
Round 2,National Institute of Technology Goa,Computer Science & Engineering,G1,OPEN,532,438
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,OPEN,370,357
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,EWS,337,337
Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,OBC-NCL,343,318
Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,ST,307,307
Round 2,"National Institute of Technology Karnataka, Surathkal",Computational and Data Science,G1,OPEN,736,648
Round 2,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,OBC-NCL,442,415
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G1,EWS,440,440
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,OPEN,505,418
Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,OPEN,593,525
Round 2,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,G1,SC,319,292
Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,OBC-NCL,618,589
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Structural and Construction Engineering,G1,ST,252,252
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,OBC-NCL,290,290
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OBC-NCL,435,393
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,OPEN,384,367
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),G1,ST,235,235
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,EWS,408,397
Round 2,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,OBC-NCL,426,405
Round 2,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,SC,319,315
Round 2,Malaviya National Institute of Technology Jaipur,Power Systems,G1,ST,250,225
Round 2,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,EWS,326,326
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,OBC-NCL,516,488
Round 2,Malaviya National Institute of Technology Jaipur,VLSI Design,G1,EWS,476,476
Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G1,ST,232,232
Round 2,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,G2,SC,399,399
Round 2,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,OPEN,445,351
Round 2,Maulana Azad National Institute of Technology Bhopal,Environmental Engineering,G1,OBC-NCL,337,337
Round 2,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,OPEN,411,351
Round 2,Maulana Azad National Institute of Technology Bhopal,Geotechnical Engineering,G1,SC,312,287
Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,SC,296,273
Round 2,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,SC,248,248
Round 2,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,G1,ST,247,247
Round 2,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,OBC-NCL,394,343
Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OBC-NCL,447,397
Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,OPEN,496,426
Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OBC-NCL,387,329
Round 2,Motilal Nehru National Institute of Technology Allahabad,Engineering Mechanics and Design,G1,OBC-NCL,330,330
Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,OPEN,638,530
Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,OPEN,476,404
Round 2,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,OBC-NCL,506,442
Round 2,National Institute of Technology Calicut,Chemical Engineering,G1,OPEN,408,408
Round 2,National Institute of Technology Calicut,Electronics Design & Technology,G1,ST,260,260
Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,G2,OPEN,556,395
Round 2,National Institute of Technology Calicut,Machine Design,G1,OBC-NCL,478,425
Round 2,National Institute of Technology Calicut,Offshore Structures,G1,SC,288,247
Round 2,National Institute of Technology Calicut,Signal Processing,G1,OPEN,492,472
Round 2,National Institute of Technology Calicut,Structural Engineering,G1,OPEN,514,476
Round 2,National Institute of Technology Calicut,Water Resource Engineering,G1,OPEN,411,361
Round 2,National Institute of Technology Calicut,Computer Science & Engineering,G1,OBC-NCL,536,532
Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering,G1,OBC-NCL,355,335
Round 2,National Institute of Technology Delhi,Power & Energy Systems,G1,SC,248,248
Round 2,National Institute of Technology Durgapur,Biotechnology,G1,EWS,358,358
Round 2,National Institute of Technology Durgapur,Fluid Mechanics and Heat Transfer,G1,OBC-NCL,345,345
Round 2,National Institute of Technology Durgapur,Operations Research,G1,EWS,333,309
Round 2,National Institute of Technology Goa,Computer Science & Engineering,G1,EWS,412,386
Round 2,National Institute of Technology Hamirpur,Sustainable Architecture,G1,SC,171,171
Round 2,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),G1,ST,252,252
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Renewable Energy,G1,OPEN,472,364
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Engineering and Management,G1,SC,322,246
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,SC,367,267
Round 2,Malaviya National Institute of Technology Jaipur,Environmental Engineering,G1,EWS,375,375
Round 2,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,OPEN,412,371
Round 2,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,G1,ST,248,247
Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,SC,333,308
Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,EWS,517,483
Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,ST,301,264
Round 2,Motilal Nehru National Institute of Technology Allahabad,Production Engineering,G1,OBC-NCL,334,334
Round 2,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OPEN,475,350
Round 2,National Institute of Technology Calicut,Energy Engineering & Management,G1,OPEN,402,353
Round 2,National Institute of Technology Calicut,High Voltage Engineering,G1,OPEN,361,356
Round 2,National Institute of Technology Calicut,Instrumentation & Control Systems,G1,OBC-NCL,389,367
Round 2,National Institute of Technology Calicut,Industrial Engineering & Management,G1,OBC-NCL,440,349
Round 2,National Institute of Technology Calicut,Computer Science & Engineering,G1,OPEN-PwD,235,235
Round 2,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,SC,303,303
Round 2,National Institute of Technology Delhi,Computer Aided Design & Manufacturing,G1,OPEN,410,410
Round 2,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,SC,374,348
Round 2,National Institute of Technology Durgapur,Structural Engineering,G1,SC,357,304
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Geotechnical),G1,ST,263,263
Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering,G1,OBC-NCL,415,367
Round 2,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,SC,362,317
Round 2,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,ST,366,366
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,OPEN,623,597
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G1,ST,262,262
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G2,OBC-NCL,524,524
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechanical Design,G3,EWS,497,497
Round 2,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,OBC-NCL,319,319
Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,SC,269,264
Round 2,"National Institute of Technology Karnataka, Surathkal",Nanotechnology,G1,OPEN,546,434
Round 2,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,G1,OBC-NCL,401,384
Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering,G1,OBC-NCL,637,607
Round 2,National Institute of Technology Meghalaya,Computer Science & Engineering,G1,SC,262,251
Round 2,National Institute of Technology Patna,Cyber Security,G1,OBC-NCL,382,337
Round 2,National Institute of Technology Patna,Environmental Engineering,G1,OPEN,460,394
Round 2,National Institute of Technology Patna,Environmental Engineering,G2,OBC-NCL,322,322
Round 2,National Institute of Technology Patna,Data Science & Engineering,G1,OPEN,536,397
Round 2,National Institute of Technology Patna,Microelectronics and VLSI System Design,G1,OPEN,480,401
Round 2,National Institute of Technology Raipur,Energy and Environment,G1,OBC-NCL,338,338
Round 2,National Institute of Technology Raipur,Structural Engineering,G1,OPEN,582,422
Round 2,National Institute of Technology Raipur,Thermal Engineering,G1,SC,254,254
Round 2,"National Institute of Technology, Jamshedpur",Structural Engineering,G1,EWS,335,335
Round 2,"National Institute of Technology, Kurukshetra",Communication Systems,G1,SC,250,235
Round 2,"National Institute of Technology, Kurukshetra",Production & Industrial Engineering,G1,OBC-NCL,335,335
Round 2,"National Institute of Technology, Kurukshetra",Transportation Engineering,G1,EWS,319,319
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial Engineering and Data Analytics,G1,OPEN,498,378
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electric Vehicle Design,G1,SC,300,236
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,OBC-NCL,473,465
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,EWS,468,465
Round 2,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,OPEN,503,415
Round 2,Malaviya National Institute of Technology Jaipur,Renewable Energy,G1,OBC-NCL,310,310
Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,SC,337,323
Round 2,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,OBC-NCL,395,363
Round 2,Malaviya National Institute of Technology Jaipur,Water Resources Engineering,G1,OBC-NCL,337,337
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Engineering,G1,EWS,487,476
Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,OPEN,495,449
Round 2,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OBC-NCL,348,314
Round 2,Maulana Azad National Institute of Technology Bhopal,Bioinformatics,G1,OPEN,434,363
Round 2,Maulana Azad National Institute of Technology Bhopal,Information Security,G1,OPEN,513,434
Round 2,Maulana Azad National Institute of Technology Bhopal,Thermal Engineering,G1,OPEN,376,376
Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,SC,306,248
Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,OPEN,509,418
Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,EWS,521,509
Round 2,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,SC,293,231
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,OPEN,410,387
Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,SC,409,360
Round 2,National Institute of Technology Calicut,Offshore Structures,G1,OPEN,450,415
Round 2,National Institute of Technology Calicut,Telecommunication,G1,EWS,434,413
Round 2,National Institute of Technology Delhi,Power & Energy Systems,G1,OPEN,441,367
Round 2,National Institute of Technology Durgapur,Machine Design,G1,SC,262,262
Round 2,National Institute of Technology Goa,Power Electronics & Power Systems,G1,SC,264,264
Round 2,National Institute of Technology Goa,Computer Science & Engineering,G1,OBC-NCL,367,333
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Environment),G1,ST,259,259
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Structures),G1,OBC-NCL,345,321
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Transportation),G1,EWS,336,336
Round 2,National Institute of Technology Hamirpur,Sustainable Architecture,G1,OPEN,539,383
Round 2,"National Institute of Technology Karnataka, Surathkal",Chemical Engineering,G2,OPEN,372,361
Round 2,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,OBC-NCL,484,451
Round 2,"National Institute of Technology Karnataka, Surathkal",Communication Engineering and Networks,G1,EWS,483,471
Round 2,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,OPEN,547,366
Round 2,"National Institute of Technology Karnataka, Surathkal",Environmental Engineering,G1,ST,377,337
Round 2,"National Institute of Technology Karnataka, Surathkal",Geotechnical Engineering,G1,EWS,389,382
Round 2,"National Institute of Technology Karnataka, Surathkal",MTech in Materials Process Technology,G1,OPEN,404,404
Round 2,"National Institute of Technology Karnataka, Surathkal",Materials Engineering,G1,ST,266,266
Round 2,"National Institute of Technology Karnataka, Surathkal",Mechatronics Engineering,G2,OBC-NCL,347,326
Round 2,"National Institute of Technology Karnataka, Surathkal",Signal Processing and Machine Learning,G1,EWS,543,530
Round 2,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,G1,ST,378,355
Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G1,OPEN,796,639
Round 2,"National Institute of Technology Karnataka, Surathkal",VLSI Design,G2,EWS,584,584
Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),G1,OBC-NCL,592,558
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Control and Instrumentation Engineering,G2,OBC-NCL,343,343
Round 2,Malaviya National Institute of Technology Jaipur,Embedded Systems,G1,EWS,389,322
Round 2,Malaviya National Institute of Technology Jaipur,Electronics and Communication Engineering,G1,OPEN,463,389
Round 2,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G1,EWS,400,400
Round 2,Malaviya National Institute of Technology Jaipur,Production Engineering,G1,OBC-NCL,330,330
Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OPEN,619,458
Round 2,Malaviya National Institute of Technology Jaipur,Transportation Engineering,G1,EWS,407,396
Round 2,Malaviya National Institute of Technology Jaipur,Thermal Engineering,G1,SC,277,211
Round 2,Malaviya National Institute of Technology Jaipur,Urban Planning,G2,OBC-NCL,367,367
Round 2,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,G1,SC,354,273
Round 2,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,OPEN,472,375
Round 2,Maulana Azad National Institute of Technology Bhopal,Electrical Drives,G1,SC,303,303
Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,EWS,405,401
Round 2,Motilal Nehru National Institute of Technology Allahabad,Biotechnology,G1,OPEN,434,377
Round 2,Motilal Nehru National Institute of Technology Allahabad,Design Engineering,G1,SC,289,269
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering in (Artificial Intelligence & Data Science),G1,OPEN,600,551
Round 2,Motilal Nehru National Institute of Technology Allahabad,Geotechnical Engineering,G1,OPEN,458,379
Round 2,Motilal Nehru National Institute of Technology Allahabad,Geoinformatics,G1,OBC-NCL,349,322
Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,OPEN,547,521
Round 2,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,G1,OBC-NCL,349,335
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Aided Design & Manufacturing,G1,SC,248,248
Round 2,Motilal Nehru National Institute of Technology Allahabad,Computer Science & Engineering,G1,ST,314,303
Round 2,National Institute of Technology Agartala,Cyber Security,G1,SC,275,275
Round 2,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,SC,239,239
Round 2,National Institute of Technology Agartala,Data Science & Engineering,G1,SC,269,269
Round 2,National Institute of Technology Calicut,Environmental Geotechnology,G1,SC,300,276
Round 2,National Institute of Technology Calicut,Machine Design,G1,EWS,421,418
Round 2,National Institute of Technology Calicut,Microelectronics & VLSI Design,G1,OPEN,604,563
Round 2,National Institute of Technology Calicut,Materials Science & Technology,G1,OPEN,376,376
Round 2,National Institute of Technology Delhi,Mathematics & Computing (MC),G1,OBC-NCL,446,434
Round 2,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,G1,ST,250,250
Round 2,National Institute of Technology Delhi,Computer Science & Engineering (Analytics),G1,OBC-NCL,472,446
Round 2,National Institute of Technology Durgapur,Geotechnical Engineering,G1,OBC-NCL,333,326
Round 2,National Institute of Technology Durgapur,Machine Design,G1,OPEN,368,364
Round 2,National Institute of Technology Durgapur,Structural Engineering,G1,ST,268,264
Round 2,National Institute of Technology Durgapur,Computer Science & Engineering,G1,OPEN,577,472
Round 2,National Institute of Technology Goa,Computer Science & Engineering,G1,SC,292,284
Round 2,National Institute of Technology Hamirpur,Civil Engineering (Geotechnical),G1,SC,304,304
Round 2,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),G1,SC,288,277
Round 2,"National Institute of Technology Karnataka, Surathkal",Construction Technology and Management,G1,EWS,446,439
Round 2,"National Institute of Technology Karnataka, Surathkal",Environmental Science & Technology,G1,EWS,335,335
Round 2,"National Institute of Technology Karnataka, Surathkal",Industrial Biotechnology,G1,EWS,445,335
Round 2,"National Institute of Technology Karnataka, Surathkal",Marine Structures,G1,ST,280,263
Round 2,"National Institute of Technology Karnataka, Surathkal",Manufacturing Engineering,G1,EWS,365,361
Round 2,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),G1,EWS,585,566
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",VLSI Design,G1,OPEN,520,447
Round 2,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering,G1,ST,273,247
Round 2,Malaviya National Institute of Technology Jaipur,Computer Science & Information Security,G1,SC,341,333
Round 2,Malaviya National Institute of Technology Jaipur,Civil Engineering (Disaster Assessment and Mitigation),G1,ST,275,275
Round 2,Malaviya National Institute of Technology Jaipur,Embedded Systems,G2,OBC-NCL,401,393
Round 2,Malaviya National Institute of Technology Jaipur,Industrial Engineering,G2,OBC-NCL,342,342
Round 2,Malaviya National Institute of Technology Jaipur,Power Systems,G1,OBC-NCL,325,322
Round 2,Malaviya National Institute of Technology Jaipur,Structural Engineering,G1,OBC-NCL,430,399
Round 2,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,G1,SC,292,266
Round 2,Maulana Azad National Institute of Technology Bhopal,Biotechnology,G1,ST,176,176
Round 2,Maulana Azad National Institute of Technology Bhopal,Industrial Engineering & Management,G1,SC,252,165
Round 2,Maulana Azad National Institute of Technology Bhopal,Nanotechnology,G1,OPEN,418,372
Round 2,Maulana Azad National Institute of Technology Bhopal,Structural Engineering,G1,OPEN,637,442
Round 2,Maulana Azad National Institute of Technology Bhopal,Urban Planning,G1,OPEN,545,405
Round 2,Maulana Azad National Institute of Technology Bhopal,VLSI Design & Embedded Systems,G1,OPEN,546,455
Round 2,Motilal Nehru National Institute of Technology Allahabad,Chemical Engineering,G1,SC,176,176
Round 2,Motilal Nehru National Institute of Technology Allahabad,Communication Systems,G1,EWS,389,380
Round 2,Motilal Nehru National Institute of Technology Allahabad,Environmental Engineering,G1,OPEN,522,387
Round 2,Motilal Nehru National Institute of Technology Allahabad,Information Security,G1,SC,359,344
Round 2,Motilal Nehru National Institute of Technology Allahabad,Microelectronics & VLSI Design,G1,SC,372,358
Round 2,Motilal Nehru National Institute of Technology Allahabad,Signal Processing,G1,OBC-NCL,368,321
Round 2,Motilal Nehru National Institute of Technology Allahabad,Power System,G1,OBC-NCL,322,310
Round 2,National Institute of Technology Agartala,Biotechnology & Biochemical Engineering,G1,OPEN,377,377
Round 2,National Institute of Technology Agartala,Structural Engineering,G1,OBC-NCL,331,331
Round 2,National Institute of Technology Agartala,Thermal Science & Engineering,G1,OPEN,430,430
Round 2,National Institute of Technology Agartala,VLSI Design,G1,OBC-NCL,343,327
Round 2,National Institute of Technology Calicut,M.Plan. (Urban Planning),G1,EWS,337,337
