Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Cyber Security,Group 1,OPEN,408,408
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Advanced Computing,Group 1,OPEN,495,495
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 2,OBC-NCL,420,420
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,EWS,461,461
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Artificial Intelligence,Group 1,ST,232,232
National Spot Round,National Institute of Technology Agartala,Artificial Intelligence,Group 1,SC,228,228
National Spot Round,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,OPEN,371,371
National Spot Round,"National Institute of Technology, Silchar",Artificial Intelligence,Group 1,SC,228,228
National Spot Round,University of Hyderabad,Artificial Intelligence,Group 1,SC,228,228
National Spot Round,"National Institute of Technology, Rourkela",Atmosphere and Ocean Science,Group 1,OPEN,381,381
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OBC-NCL,349,349
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Automation and Robotics,Group 1,OPEN,468,468
National Spot Round,"National Institute of Technology, Warangal",Advanced Communication Systems,Group 1,OBC-NCL,430,393
National Spot Round,"Indian Institute of Information Technology, Design & Manufacturing Kancheepuram, Chennai",Mechanical Engineering with Specialization in Smart Manufacturing,Group 1,OPEN,351,351
National Spot Round,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,OPEN,478,478
National Spot Round,National Institute of Technology Calicut,M.Plan. (Urban Planning),Group 1,SC,260,260
National Spot Round,Indian Institute of Information Technology Vadodara,Computer Science & Engineering with Specialization in Data Science ,Group 1,OPEN,453,453
National Spot Round,"National Institute of Technology, Rourkela",Biomedical Engineering,Group 1,OPEN,356,356
National Spot Round,University of Hyderabad,Bio-informatics,Group 1,EWS,314,314
National Spot Round,"National Institute of Technology, Kurukshetra",Computer Engineering (Cyber Security),Group 1,OPEN,446,438
National Spot Round,"National Institute of Technology, Rourkela",Biotechnology,Group 1,OPEN,476,476
National Spot Round,"National Institute of Technology, Warangal",Waste Management,Group 1,ST,268,268
National Spot Round,"National Institute of Technology, Warangal",Smart Electric Grid,Group 1,EWS,335,335
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",CAD-CAM,Group 1,OPEN,380,380
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Control & Instrumentation,Group 1,SC,310,310
National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OBC-NCL,389,332
National Spot Round,National Institute of Technology Calicut,Power Electronics,Group 1,OPEN,401,401
National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OBC-NCL,421,421
National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,EWS,418,418
National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Electronics,Group 1,OPEN,504,475
National Spot Round,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah","Power Electronics, Machines and Drives",Group 1,SC,244,244
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Power Electronics & Electrical Drives,Group 1,OPEN,418,418
National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OBC-NCL,407,401
National Spot Round,"National Institute of Technology, Tiruchirappalli",Power Systems,Group 1,OPEN,432,432
National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OBC-NCL,366,366
National Spot Round,"National Institute of Technology, Warangal",Power Systems Engineering,Group 1,OPEN,373,373
National Spot Round,National Institute of Technology Patna,Power System Engineering,Group 1,OBC-NCL,322,322
National Spot Round,"National Institute of Technology, Rourkela",Production Engineering,Group 1,OPEN,392,392
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Power & Energy Systems,Group 1,OPEN,373,373
National Spot Round,"National Institute of Technology, Warangal",Systems and Control Engineering,Group 3,OBC-NCL,332,332
National Spot Round,"National Institute of Technology, Warangal",Systems and Control Engineering,Group 3,OPEN,378,378
National Spot Round,"Defence Institute of Advanced Technology (Deemed to be University), Girinagar, Pune",Quantum Computing,Group 1,OPEN,439,439
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OBC-NCL,344,344
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,OPEN,449,433
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Data Science,Group 1,SC,296,296
National Spot Round,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacturing Jabalpur",Data Science,Group 1,SC,284,284
National Spot Round,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,Group 1,EWS,397,397
National Spot Round,"National Institute of Technology, Warangal",Electronic Instrumentation and Embedded Systems,Group 1,OPEN,491,487
National Spot Round,Malaviya National Institute of Technology Jaipur,Renewable Energy,Group 1,SC,245,245
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Renewable Energy,Group 1,OPEN,466,402
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science & Engineering,Group 1,OPEN,397,397
National Spot Round,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 2,OBC-NCL,409,364
National Spot Round,Malaviya National Institute of Technology Jaipur,VLSI Design,Group 1,OPEN,480,480
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,OPEN,384,368
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",VLSI Design,Group 1,SC,236,236
National Spot Round,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,SC,289,289
National Spot Round,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OBC-NCL,463,413
National Spot Round,"National Institute of Technology, Kurukshetra",VLSI Design,Group 1,OPEN,505,491
National Spot Round,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 2,OBC-NCL,538,538
National Spot Round,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 2,OPEN,575,575
National Spot Round,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 1,SC,384,384
National Spot Round,"National Institute of Technology Karnataka, Surathkal",VLSI Design,Group 2,SC,317,317
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,OBC-NCL,354,335
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",VLSI & Embedded Systems,Group 1,OPEN,397,397
National Spot Round,National Institute of Technology Delhi,Electronics and Communication Engineering with specialisation in VLSI,Group 1,OPEN,405,405
National Spot Round,"National Institute of Technology, Kurukshetra",Water Resources Engineering,Group 1,SC,299,299
National Spot Round,National Institute of Technology Hamirpur,Computer Science & Engineering (Artificial Intelligence),Group 1,SC,251,251
National Spot Round,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OBC-NCL,423,397
National Spot Round,"National Institute of Technology, Kurukshetra",Computer Engineering,Group 1,OPEN,442,442
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,OBC-NCL,318,318
National Spot Round,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science & Engineering (Information Security),Group 1,OPEN,352,352
National Spot Round,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,OBC-NCL,480,472
National Spot Round,National Institute of Technology Calicut,Computer Science & Engineering (Information Security),Group 1,EWS,491,472
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,OBC-NCL,517,517
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,EWS,555,555
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,OPEN,573,573
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Computer Science & Engineering (Information Security),Group 1,SC,427,427
National Spot Round,"National Institute of Technology, Rourkela",Structural Engineering,Group 1,OPEN,486,486
National Spot Round,"National Institute of Technology, Tiruchirappalli",Structural Engineering,Group 1,OPEN,530,530
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,OBC-NCL,362,362
National Spot Round,"Sardar Vallabhbhai National Institute of Technology, Surat",Structural Engineering,Group 1,EWS,347,347
National Spot Round,National Institute of Technology Patna,Structural Engineering,Group 1,OBC-NCL,333,333
National Spot Round,National Institute of Technology Patna,Structural Engineering,Group 1,OPEN,390,390
National Spot Round,National Institute of Technology Patna,Structural Engineering,Group 1,SC,253,253
National Spot Round,"National Institute of Technology, Jamshedpur",Structural Engineering,Group 1,SC,287,287
National Spot Round,National Institute of Technology Durgapur,Structural Engineering,Group 1,OBC-NCL,337,329
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Structural Engineering,Group 1,ST,283,283
National Spot Round,"Indian Institute of Information Technology, Allahabad",M.Tech (Bioinformatics),Group 1,OPEN,351,351
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,Group 1,OBC-NCL,341,319
National Spot Round,Maulana Azad National Institute of Technology Bhopal,Transportation Engineering,Group 1,OPEN,362,362
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OBC-NCL,363,363
National Spot Round,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OPEN,465,465
National Spot Round,"National Institute of Technology, Kurukshetra",Transportation Engineering,Group 1,ST,248,248
National Spot Round,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,OBC-NCL,341,327
National Spot Round,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,SC,271,271
National Spot Round,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,EWS,354,354
National Spot Round,"National Institute of Technology, Warangal",Transportation Engineering,Group 1,OPEN,419,418
National Spot Round,"Visvesvaraya National Institute of Technology, Nagpur",Transportation Engineering,Group 1,ST,263,263
National Spot Round,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OBC-NCL,394,394
National Spot Round,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OPEN,476,474
National Spot Round,Malaviya National Institute of Technology Jaipur,Thermal Engineering,Group 1,OPEN,351,351
National Spot Round,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,OPEN,514,514
